序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
301,数据分析工程师,大数据讲师（清镇）,10-15k,贵阳,3-5年-本科-讲师,3-5年-本科-讲师,武汉美和易思数字科技有限公司,培训服务-500-999人,贵阳,培训服务-500-999人,"1、负责华为大数据的课程交付，整体把控班级学员学习情况，及时与学员进行沟通交流，为学员答疑解惑，辅导实验与调试实验所需环境；
2、按照标准定制课程规范并实施教学，完成教学部制定的教学计划；
3、按照公司课程计划备课、授课；
","任职要求
1、本科及以上学历，一年及以上大数据工作经验；
2、熟悉Hadoop体系结构、对Hadoop生态系统有较全面了解；
3、熟悉Hadoop/HDFS/HBase/Hive/YARN/Spark/MapReduce
/Impala/Storm等开源相关技术；
4、熟悉MySQL、NoSQL；
5、熟悉Linux/Unix系统，精通Java及Shell/Python/Perl等任一一种语言；
6、有参与大数据的项目开发及运维经验优先；
7、具备讲师经验者优先，具有华为大数据HCIA/HCIP/HCIE证书优先；
8、良好的沟通和学习能力。"
302,数据分析工程师,产品经理-大数据（工业能源产品部）,500-510k,上海,3-5年-学历不限-数据产品-商业产品-平台产品-工业互联网-计算机软件-IT互联网-用户研究-团队管理-产品规划-需求分析,3-5年-学历不限-数据产品-商业产品-平台产品-工业互联网-计算机软件-IT互联网-用户研究-团队管理-产品规划-需求分析,某上海大型人工智能公司,人工智能-融资未公开-10000人以上,上海,人工智能-融资未公开-10000人以上,"工作职责
1. 负责带领团队进行工业互联网平台大数据产品（数据治理、数据建模、数据架构、数据管理、数据安全、数据运营等技术领域）的规划、设计，并牵头工业互联网平台大数据类产品的管理和优化；
2. 负责进行工业互联网平台大数据产品全过程管理，包括收集用户客户需求、进行市场和竞争分析、制定产品规划、产品功能定义、规划和设计，并确定目标市场、产品定位和路线图等；
3. 负责指导团队成员进行大数据产品具体功能的设计，不断优化产品体验，能够撰写高质量的需求文档，并协调推动研发团队按时完成产品开发、高质量上线；
4. 负责指导工业互联网大数据产品的竞品分析以及研究产品的发展趋势；
5. 负责牵头在工业互联网大数据产品的整个生命周期内，协调研发、营销、运营等，管理相应产品线；
6. 负责跟进工业互联网大数据产品的数据监控跟踪，分析产品运营效果、用户使用行为及需求，挖掘用户需求，基于用户反馈及数据状况做产品改进；指导团队成员对产品进行持续性优化和改进。
","任职资格
教育背景：计算机、通信、自动化、软件工程等相关专业全日制本科及以上；

知识技能：
1、熟悉工业大数据相关领域数字化转型，运营管理诉求；
2、有工业领域大数据产品管理和开发经验，至少完成过一种大数据产品设计和研发；
4、熟悉行业内各参与方和主要龙头企业，并具有良好的行业关系；
5、从事过IT开发者优先；

工作经验：
1、10年以上大数据产品管理经验，3年以上产品团队管理经验，有大数据产品管理或者数据分析产品管理经验优先，特别优秀者不受工作年限限制；
2、熟悉工业相关领域数字化转型，运营管理诉求；
3、具备工业领域或大数据领域的开发经验优先；

能力素质：
1、具有较强的团队合作意识和管理能力，工作主动、严谨，责任心强，有较强的抗压能力和良好的职业道德；
2、具有较强的组织、协调、沟通能力、需求理解能力；
3、出色的PPT、Word文档写作能力，以及讲解能力；
4、具有运营商工作经验优先，认同中国移动企业文化，能够积极适应运营商业务管理、业务拓展等流程，具备担当精神。"
303,数据分析工程师,大数据总监,35-65k,深圳-南山区,10年以上-统招本科-数据开发-架构设计-算法设计-Java-技术决策-系统设计,10年以上-统招本科-数据开发-架构设计-算法设计-Java-技术决策-系统设计,深圳竹芒科技有限公司,物联网-融资未公开-5000-10000人,深圳-南山区,物联网-融资未公开-5000-10000人,"岗位职责：
1、识别数据场景化应用问题和需求，提出大数据优化算法的逻辑设计、数据应用方向和数据应用优化点，提出大数据平台的设计思路；
2、主导数据平台和数据应用建设的工作，主持技术预研、技术选型、架构设计、应用支持等工作；
3、指导数据挖掘、建模和机器学习团队的日常工作；

","任职资格： 
1、985/211本科或研究生以上学历，计算机、数学、统计、运筹学等理科专业；
2、至少8年以上互联网大数据方向工作经验，3年以上团队管理经验；
3、要对数据建模，寻找阈值有感，能在数据中发现各种规律。精通数据分析、建模和挖掘，具备100tb数据仓库经验，对数据行业发展有深刻的理解，有过大数据平台开发经验者优先；
5、熟练java开发语言，掌握主流数据建模、机器学习、统计分析、运筹优化算法的使用场景；
6、熟悉大数据平台体系架构，精通离线和实时数据开发，熟悉常用大数据组件和技术，具有大型分布式数据系统架构的设计经验优先；
7、有较强的自驱力，产品思维，善长创新思维。"
304,数据分析工程师,产品总监（工业大数据）,80-100k·13薪,上海-浦东新区,10年以上-统招本科-工业互联网-大数据-IT互联网-数据分析-产品规划-产品优化-产品设计,10年以上-统招本科-工业互联网-大数据-IT互联网-数据分析-产品规划-产品优化-产品设计,某上海大型人工智能公司,人工智能-融资未公开-10000人以上,上海-浦东新区,人工智能-融资未公开-10000人以上,"工作职责：
1、 负责带领团队进行工业互联网平台大数据产品（数据治理、数据建模、数据架构、数据管理、数据安全、数据运营等技术领域）的规划、设计，并牵头工业互联网平台大数据类产品的管理和优化；
2、 负责进行工业互联网平台大数据产品全过程管理，包括收集用户客户需求、进行市场和竞争分析、制定产品规划、产品功能定义、规划和设计，并确定目标市场、产品定位和路线图等；
3、负责指导团队成员进行大数据产品具体功能的设计，不断优化产品体验，能够撰写高质量的需求文档，并协调推动研发团队按时完成产品开发、高质量上线；
4、负责指导工业互联网大数据产品的竞品分析以及研究产品的发展趋势；
5、 负责牵头在工业互联网大数据产品的整个生命周期内，协调研发、营销、运营等，管理相应产品线；
6、负责跟进工业互联网大数据产品的数据监控跟踪，分析产品运营效果、用户使用行为及需求，挖掘用户需求，基于用户反馈及数据状况做产品改进；指导团队成员对产品进行持续性优化和改进。
","任职资格：
教育背景：计算机、通信、自动化、软件工程等相关专业全日制本科及以上；
知识技能：
1、熟悉工业大数据相关领域数字化转型，运营管理诉求；
2、有工业领域大数据产品管理和开发经验，至少完成过一种大数据产品设计和研发；
4、熟悉行业内各参与方和主要龙头企业，并具有良好的行业关系；
5、从事过IT开发者优先；
工作经验：
1、10年以上大数据产品管理经验，3年以上产品团队管理经验，有大数据产品管理或者数据分析产品管理经验优先，特别优秀者不受工作年限限制；
2、熟悉工业相关领域数字化转型，运营管理诉求；
3、具备工业领域或大数据领域的开发经验优先；
能力素质：
1、具有较强的团队合作意识和管理能力，工作主动、严谨，责任心强，有较强的抗压能力和良好的职业道德；
2、具有较强的组织、协调、沟通能力、需求理解能力；
3、出色的PPT、Word文档写作能力，以及讲解能力；
4、具有运营商工作经验优先，认同中国移动企业文化，能够积极适应运营商业务管理、业务拓展等流程，具备担当精神。"
305,数据分析工程师,大数据安全平台研发经理,30-45k·14薪,北京,5-10年-统招本科-技术支持-架构设计-系统设计,5-10年-统招本科-技术支持-架构设计-系统设计,某北京大型运营商/增值服务公司,运营商/增值服务-融资未公开-10000人以上,北京,运营商/增值服务-融资未公开-10000人以上,"岗位职责：
1、参与产品需求调研和需求分析，撰写相关技术文档；
2、参与研发项目管理，跟踪研发进展，保障产品研发成功；
3、负责产品技术预研与技术选型，根据业务实际需求，为团队引入新技术和新方案；
4、负责产品技术架构设计，解决产品规划及设计、研发过程中的技术难题；
5、搭建系统开发环境，完成系统框架和核心代码的实现；
6、主持研发、测试、部署和集成等工作；
","任职要求：
1、本科及以上学历，有扎实的编程能力和良好的编码风格；
2、熟练掌握JAVA开发语言，3种以上开发框架，4种以上数据库及大数据设计与编程能力；
3、熟练掌握软件设计模式、分析设计方法；
4、至少负责过1个大型项目（24人月以上），分析和表达能力强；
5、具备丰富的架构设计经验，能够准确、全面的理解业务，并设计合理的架构方案；
6、具备良好的技术判断力、组织协调能力和强大的自驱力;
7、具备安全态势感知平台、分析平台、SOC/SIEM平台开发管理经验优先"
306,数据分析工程师,大数据测试,30-45k,宁波,3-5年-本科-压力测试-功能测试-示波器-性能测试,3-5年-本科-压力测试-功能测试-示波器-性能测试,某宁波大型整车制造公司,整车制造-2000-5000人,宁波,整车制造-2000-5000人,,
307,数据分析工程师,资深大数据基础架构工程师,40-70k·16薪,上海,5-10年-统招本科-hadoop-linux,5-10年-统招本科-hadoop-linux,上海寻梦信息技术有限公司,互联网-已上市-10000人以上,上海,互联网-已上市-10000人以上,"岗位职责
1、面向PB，EB规模的大型数据平台场景；
2、负责大数据平台多种场景下的存储和计算方案技术选型、规划设计和推动实施；
3、负责团队人才梯队的培养。

","任职要求：
1、大学本科及以上学历，计算机或相关专业；
2、扎实的计算机理论和编程基础，熟悉常见的分布式理论和系统，熟悉JVM和Linux；
3、对Hadoop生态组件熟悉，有Hadoop生态开源项目社区和提交经验者优先；
4、具备科学清晰的问题解决思路，良好的沟通能力以及团队协调能力，崇尚数据价值和数据决策。"
308,数据分析工程师,大数据科学家,100-170k,北京,经验不限-博士-技术管理-数据建模-数据治理-数据清洗-数据开发-数据分析-技术决策-大数据领域-人工智能领域-云计算领域,经验不限-博士-技术管理-数据建模-数据治理-数据清洗-数据开发-数据分析-技术决策-大数据领域-人工智能领域-云计算领域,国企,电信运营商-A轮-1000-2000人,北京,电信运营商-A轮-1000-2000人,"大数据领军人才
工作职责：
1、牵头制定数据规划及数据管理标准规 范，组织开展大数据业务平台规划方案 设计。
2、牵头数据治理规划建设，包括但不限 于：元数据、主数据、数据标准、数据质量、数据共享、数据资产价值管理。 
3、牵头制定数字化评估评价体系，提供 可信、海量、融合的数据集，推动数据生产要素价值提升。 
4、牵头搭建企业级批流一体、超大规模 的计算集群，推进国产化大数据集群的 建设。 
5、牵头建立商业级大数据行业产品体 系，赋能公众、政企、家庭融合等业务。 
6、牵头建立适合**特点的学习框架， 培养平台研发、数据研发、数据分析、算 法模型等高水平大数据团队，打造智慧运营新体系。
","任职资格：
1、熟悉国内外大数据特点和现状，在数据 战略、数据治理、数据架构、数据标准、 数据质量、数据安全、数据应用、数据生 命周期管理等核心领域，具有深厚的理论 基础和实战经验。 
2、熟悉 Hadoop, Hive, HBase, Spark 等 技术体系，有过支撑每日亿级别数据的大 数据平台建设经验，了解数据仓库实施方法论、了解数据仓库体系，并支撑过实际 业务场景。 
3、在大数据领域拥有一定影响力的科研 成果，如顶会论文、软著、专利、自主研 发的相关产品、创新性新技术等，并取得较好的应用效果。 
4、有省部级及以上大数据相关获奖经历、 大型相关项目带头人经验者优先。 
5、具备较强的沟通、团队管理和资源整合 能力，热衷技术创新与学术开拓，对相关 先进新技术具有敏锐的领悟力和前瞻性判断，技术创新方向，并且能在具 体业务场景落地，具备体系化、生态化建设能力"
309,数据分析工程师,大数据平台专家(A116137),20-40k,北京-朝阳区,5-10年-统招本科-运维管理-Doris-技术战略-系统设计-Python-Java-Hadoop-Unix,5-10年-统招本科-运维管理-Doris-技术战略-系统设计-Python-Java-Hadoop-Unix,方正证券,基金/证券/期货-沪深A股上市-10000人以上,北京-朝阳区,基金/证券/期货-沪深A股上市-10000人以上,,
310,数据分析工程师,一体化大数据售前专家（北京/上海）,45-65k,北京,经验不限-本科,经验不限-本科,某国内大型IT服务公司,云计算/大数据-C轮-100-499人,北京,云计算/大数据-C轮-100-499人,,
311,数据分析工程师,大数据架构师—被投企业,20-40k,重庆,5-10年-本科-架构设计-数据分析-数据建模-SQL-Python-Java,5-10年-本科-架构设计-数据分析-数据建模-SQL-Python-Java,四源合股权投资管理有限公司,基金/证券/期货-100-499人,重庆,基金/证券/期货-100-499人,"岗位职责：
1. 负责数据仓库、数据中台和业务领域数据体系的规划设计，编写数据架构设计方案；
2. 负责数据治理、数据服务、数据资产管理等专题领域的数据架构设计；
3. 快速搭建数据平台、数据管理类应用原型平台，指导项目团队和产品团队实施数据模型设计和实施落地；
4. 参与企业级数据标准、数据质量体系的规划和设计工作，编写相关技术方案；
5.参与实时数据仓库和企业数据化转型创新应用的数据调研、分析与目标数据架构设计工作；
6. 负责公司数据分析全生命周期方法论研究和内容建设；
7. 分析用户需求编写建议方案，辅助大数据分析软件产品设计。
","任职资格：
1. 本科及以上学历，计算机、统计、数学、金融相关专业；参加过Kaggle等数据科学竞赛的优先。
2. 具备CDGA\CDGP\CDMP等DAMA资格认证的优先。
3. 熟悉元数据、主数据、数据采集及集成、数据存储、数据开发、数据资产管理、数据安全等域的知识和技能。
4. 熟悉数据仓库原理，具备数据模型设计能力，能够熟练基于事实、维度的建模，掌握模型原理；
5. 熟练掌握一个关系型数据的开发，如：Mysql/drds/Postgresql/Oracle；
6. 熟悉掌握ETL开发流程，熟练掌握一种常见的ETL工具，如kettle、DataX等；
7. 熟悉掌握至少一门开发语言Java或Python；
8. 具备两个完整数仓或数据中台项目经验，熟练掌握各种场景SQL处理能力，具备调优和函数应用；
9. 具备面向业务的OLAP，即席查询，BI分析，报表工具应用经验。"
312,数据分析工程师,旅游大数据产品经理,15-25k,杭州,3-5年-本科-数据产品-旅游产品-旅游行业-产品设计-竞品分析-产品规划,3-5年-本科-数据产品-旅游产品-旅游行业-产品设计-竞品分析-产品规划,浙江深大智能科技有限公司,互联网-500-999人,杭州,互联网-500-999人,"职位概述：
负责智慧文旅大数据平台相关产品的市场分析、需求调研、产品规划、详细方案设计并推进落地，涵盖智慧城市文旅板块建设、行业大数据产品、政府大数据监管平台、文旅集团及智慧景区综合管控平台等产品，逐步完善产品标准化建设，持续迭代标准产品，形成成熟解决方案。
具体职责：
跟踪智慧文旅行业发展趋势和竞品分析，以确定产品定位和计划，根据用户价值、商业价值和成本分析，对客户和市场需求的优先级做权衡决策；
从各种项目中抽象通用产品模型，完成标准产品、产品组件的沉淀积累，提升软件复用度；
根据市场及用户反馈，搜集、管理、分析需求，完成对业务场景的准确定义，构思并策划产品方案；
亲自负责核心业务系统、重大项目的产品设计工作，输出产品原型和PRD；
带领团队成员完成所管辖产品线的产品设计工作，输出产品原型和PRD；
跟进研发过程，推动产品实现；
参与产品上线前的验收，对产品整体质量负责；
产品上线后，配合运营和市场，将产品推向更多用户；
收集市场和用户的反馈，跟进产品关键数据指标，制定后续的迭代发展计划。
","任职资格：
熟悉旅游行业相关业务场景和产品逻辑；
独立负责过智慧城市、数字政府、智慧园区、智慧文旅、电商大数据等至少其一相关产品线的规划设计和升级改造；
熟悉产品实施过程，包括市场分析、需求分析、产品功能设计、业务流程设计、原型设计、产品可用性测试等；
对数据敏感；
具备丰富的项目管理经验；
对旅游行业有较深入的认知；
敏锐的市场洞察力，自主自发的策划并推进新产品；
优秀的逻辑思维能力；
优秀的表达和沟通能力；
优秀的抗压能力；
熟悉旅游行业政府监管流程、景区运营管理流程者优先；
有大数据应用、数据大屏、BI系统、集团管控、智慧园区、智慧城市等大数据及数据应用相关工作经验者优先；
有从事过旅游大数据或者报表引擎相关产品设计者优先。
加分项
有以下行业经验：数据服务·旅游·企业服务"
313,数据分析工程师,大数据产品售前,40-70k·16薪,深圳,经验不限-统招本科-CI-云计算领域-架构设计-Kubernetes-容器-Hadoop-非关系型数据库,经验不限-统招本科-CI-云计算领域-架构设计-Kubernetes-容器-Hadoop-非关系型数据库,某互联网大厂,云计算-战略融资-10000人以上,深圳,云计算-战略融资-10000人以上,【,"岗位要求】
1. 对云计算、大数据、数据中台相关技术有深刻的理解，具备大数据、数据仓库、数据湖、数据中台相关行业应用的相关专业背景或工作经验优先；
2. 5年以上相关工作经验，3年以上大型客户项目实施经验；
3. 具备优秀的沟通能力，能充分理解客户需求并制定解决方案；
4. 熟悉大型分布式数据系统架构的设计经验，精通一种或多种数据仓库、数据湖、Hadoop、NoSQL等相关技术；
5. 熟悉AI相关技术框架、算法和应用场景；
6. 熟悉国内外流行的大数据、数据仓库、数据湖和数据中台产品产品和方案；
7. 熟悉容器、DevOps、Kubernetes、CD/CI、Cloud Native Apps等概念和技术的优先；
8. 熟悉云计算基础设施相关技术（IaaS）的优先；
9 有过大数据、数据中台领域大型客户项目交付实施经验，能做部署开发是额外加分项；
10. 英语流利的优先；本科或以上计算机相关专业；30%差旅。
11.通过云技术认证或同等资格认证的优先录取。"
314,数据分析工程师,大数据测试,45-55k·15薪,宁波,经验不限-本科-压力测试-功能测试-性能测试,经验不限-本科-压力测试-功能测试-性能测试,某杭州大型新能源汽车公司,新能源汽车-A轮-10000人以上,宁波,新能源汽车-A轮-10000人以上,,
315,数据分析工程师,大数据开发工程师,8-15k,徐州-贾汪区,3-5年-本科-数据开发-Scala-Python-SQL,3-5年-本科-数据开发-Scala-Python-SQL,吉麦新能源,整车制造-1000-2000人,徐州-贾汪区,整车制造-1000-2000人,,
316,数据分析工程师,大数据测试,20-35k·14薪,宁波,5-10年-本科-压力测试-功能测试-性能测试,5-10年-本科-压力测试-功能测试-性能测试,某杭州大型新能源汽车公司,新能源汽车-A轮-10000人以上,宁波,新能源汽车-A轮-10000人以上,,
317,数据分析工程师,感知分析技术专家,40-60k·15薪,深圳-南山区,10年以上-统招本科-架构设计-技术支持-系统设计-Kafka-Hadoop,10年以上-统招本科-架构设计-技术支持-系统设计-Kafka-Hadoop,某知名上市公司,通信设备-已上市-10000人以上,深圳-南山区,通信设备-已上市-10000人以上,,"任职资格：
1、有良好的模型抽象和架构设计能力。能理解复杂的业务需求，抽象并设计合理的技术架构
2、对以下方面之一有深入理解者优先：
A. 深入理解大数据存储、大数据计算技术，精通hadoop/kafka，有海量数据处理和高性能和高可靠设计实战经验
B. 深入理解机器学习、深度学习算法，能使用一种或多种主流的开源AI框架
C. 精通B/S系统架构的相关技术，熟悉J2EE设计模式，熟悉主流应用服务器框架、分布式数据库、缓存、文件系统、消息系统等技术

工作职责：
1、负责大数据产品和大容量、高并发业务的技术研究与架构设计；
2、系统架构设计和优化，对系统业务架构、数据架构、应用架构、技术架构负责
3、负责有线承载智简网络的核心智能运维应用，提升承载网络管控分析产品的核心竞争力
4、研究探索前沿技术，提高软件可用性和开发效率，降低维护成本
岗位KPI：
1、完成大数据组件和技术选型。结合业务架构提出软件架构优化和演进策略
2、组织并完成性能、稳定性等攻关任务，负责架构设计以及核心代码编写
3、探索前沿技术，完成所在领域的技术积累和团队能力培养
4、完成未来网络技术的分析和跟踪，定期输出业界最新技术发展趋势分析
工作地点（可选）：深圳/南京"
318,数据分析工程师,产品专家（工业大数据方向）,65-95k,上海-浦东新区,5-10年-硕士-数据建模,5-10年-硕士-数据建模,某上海大型互联网公司,人工智能-融资未公开-10000人以上,上海-浦东新区,人工智能-融资未公开-10000人以上,"工作职责
1. 负责带领团队进行工业互联网平台大数据产品（数据治理、数据建模、数据架构、数据管理、数据安全、数据运营等技术领域）的规划、设计，并牵头工业互联网平台大数据类产品的管理和优化；
2. 负责进行工业互联网平台大数据产品全过程管理，包括收集用户客户需求、进行市场和竞争分析、制定产品规划、产品功能定义、规划和设计，并确定目标市场、产品定位和路线图等；
3. 负责指导团队成员进行大数据产品具体功能的设计，不断优化产品体验，能够撰写高质量的需求文档，并协调推动研发团队按时完成产品开发、高质量上线；
4. 负责指导工业互联网大数据产品的竞品分析以及研究产品的发展趋势；
5. 负责牵头在工业互联网大数据产品的整个生命周期内，协调研发、营销、运营等，管理相应产品线；
6. 负责跟进工业互联网大数据产品的数据监控跟踪，分析产品运营效果、用户使用行为及需求，挖掘用户需求，基于用户反馈及数据状况做产品改进；指导团队成员对产品进行持续性优化和改进。

","任职资格
教育背景：计算机、通信、自动化、软件工程等相关专业全日制本科及以上；

知识技能：
1、熟悉工业大数据相关领域数字化转型，运营管理诉求；
2、有工业领域大数据产品管理和开发经验，至少完成过一种大数据产品设计和研发；
4、熟悉行业内各参与方和主要龙头企业，并具有良好的行业关系；
5、从事过IT开发者优先；

工作经验：
1、10年以上大数据产品管理经验，3年以上产品团队管理经验，有大数据产品管理或者数据分析产品管理经验优先，特别优秀者不受工作年限限制；
2、熟悉工业相关领域数字化转型，运营管理诉求；
3、具备工业领域或大数据领域的开发经验优先；

能力素质：
1、具有较强的团队合作意识和管理能力，工作主动、严谨，责任心强，有较强的抗压能力和良好的职业道德；
2、具有较强的组织、协调、沟通能力、需求理解能力；
3、出色的PPT、Word文档写作能力，以及讲解能力；
4、具有运营商工作经验优先，认同中国移动企业文化，能够积极适应运营商业务管理、业务拓展等流程，具备担当精神。"
319,数据分析工程师,高级大数据研发工程师,35-60k·15薪,北京-朝阳区,5-10年-本科-Java-C++-Scala-Hadoop,5-10年-本科-Java-C++-Scala-Hadoop,某知名公司,咨询服务,北京-朝阳区,咨询服务,"工作职责：
1 .负责商业/广告/流量数据仓库的整体设计、建设及后续持续迭代升级; 
2 .负责业务数据的全流程开发，深入理解并抽象业务需求，完成从业务模型到数据模型的设计和开发，与业务团队紧密合作，发挥数据价值；
3 .数据平台性能调优，支持海量数据的离线和实时分析，改进多维数据仓库产品的设计与设计，保证在海量数据下，查询结果能高效快速输出；
 4 .关注和参与大数据方向开源产品的技术动态与演进，推动平台产品与技术架构持续更新。
","任职要求：
1.计算机、通信等相关专业，本科及以上学历，3年以上大型互联网产品或分布式系统开发设计经验； 
2.熟练掌握Java, C++, Scala等语言中的一种或几种，并熟悉Shell或Python等一种或几种脚本语言，熟悉Linux/Unix环境；
3.熟练掌握hadoop大数据生态体系，有Hadoop / Spark / Hive / Presto / HBase / Kylin / Impala / Kafka / Flink / Storm/ Redis等使用经验和架构设计、部署经验，熟悉上述常用的分布式系统的原理；
4.热爱大数据和技术，相信技术改变世界，学习能力强，认同数据价值，有面向业务的思维；有OLAP，多维度数据分析经验优先，有对数据仓库有较强的理论基础和理解者优先。
"
320,数据分析工程师,大数据测试工程师,30-60k·16薪,北京,经验不限-本科-CE测试-测试开发-性能测试-功能测试-自动化测试,经验不限-本科-CE测试-测试开发-性能测试-功能测试-自动化测试,某深圳游戏公司,游戏-融资未公开-1-49人,北京,游戏-融资未公开-1-49人,"职责描述：
1. 负责大数据系统,业务逻辑的功能测试、性能测试及数据质量测试；
2. 负责对数据问题进行复现、分析和定位，推动问题得到及时合理的解决；
3. 负责大数据平台的接口测试及自动化Case编写及维护；
4. 负责大数据平台测试环境部署及维护；
5. 负责产品跟踪，开发和维护测试计划，测试环境，测试用例，测试脚本；

","任职要求：
1. 3年以上互联网行业测试经验，有大数据相关工作经验；
2. 有自动化测试经验，熟悉大数据基础组件hadoop,Hive,kafka,Spark等
3.至少熟练使用Python/Java编程语言中的一种，能够熟练在Linux下完成日常测试开发工作；
4. 熟悉关系型数据库Oracle，Mysql，非关系型数据库 Mongo,Redis等；
5. 熟悉主流性能测试工具，jmeter、loadrunner；
6.有良好的团队合作能力，善于沟通，工作自主驱动并且具备良好的问题定位分析能力"
321,数据分析工程师,大数据开发工程师,20-35k,重庆-江北区,3-5年-统招本科-Spark-Python-Scala-Java,3-5年-统招本科-Spark-Python-Scala-Java,某重庆知名银行公司,银行-已上市-10000人以上,重庆-江北区,银行-已上市-10000人以上,"职责描述：
1.参与构建公司数据标准、元数据管理和数据质量管理体系；
2.负责公司内外各类数据的生产集成、ODS/数仓/数据集市的建设工作，进行数据质量稽核、问题分析及处理，优化数据处理流程；
3.负责对接各业务方，收集和分析数据需求，推进业务指标体系建设，开拓数据应用场景。
","任职要求：
1.全日制本科及以上学历，计算机、数学或统计学相关专业；
2.熟悉MySql/Oracle/SQL Server等常用数据库，有较强的SQL功底；
3.熟悉Hadoop大数据生态，熟悉HDFS/HBase/Kafka/Hive/Spark等大数据技术；
4.熟练使用Python/Scala/Java中至少一种开发语言；
5.熟悉建模理论与方法，以及不同行业的模型主题域，能够按照需求正确划分主题，产出概念模型、业务模型、逻辑模型等；
6.熟悉用户画像标签分类体系，精通产品偏好、兴趣偏好等模型与预测算法者优先；
7.具备良好的自我学习能力、自我管理能力、沟通能力和团队协作能力；"
322,数据分析工程师,大数据产品经理,15-22k,长治,经验不限-学历不限-产品优化,经验不限-学历不限-产品优化,某知名公司,计算机软件-1-49人,长治,计算机软件-1-49人,,
323,数据分析工程师,大数据开发工程师,18-25k·15薪,上海,3-5年-统招本科-数据开发-Flink-SQL-Python-Shell-Hadoop,3-5年-统招本科-数据开发-Flink-SQL-Python-Shell-Hadoop,某知名公司,保险-战略融资-10000人以上,上海,保险-战略融资-10000人以上,"工作职责：
﻿​1.负责大数据平台的功能组件开发 ；

2.对接产品经理，落地实现相关的数据加工作业，并对作业质量负责 ；

3.架构、维护、调优数据中台，不断提升数据中台能力，满足业务的快速发展 ；

4.治理整合多方、异构数据，合理实现数据中台的数据分层、组织管理； 

5.对接AI算法团队，对数据挖掘、机器学习模型落地存储并满足应用场景；

","任职要求：
﻿1、本科以上学历，计算机相关专业，三年以上大数据项目开发实战经验； 

2、熟悉Linux系统，具备shell、python等脚本开发能力者优先； 

3、熟悉HQL语言，熟悉Hadoop/Flink/Spark/Hive/HBase等大数据工具，参与过大型数据平台建设者优先； 

4、有丰富的Java开发经验，熟练掌握Springboot开发框架，熟练进行Java代码编写，熟悉多线程编程； 

5、了解微服务开发理念、实现技术，熟悉常见设计模式； 

6、有Flink实时数据处理应用开发经验优先，熟练掌握实时计算引擎 Flink, 对hadoop生态其他组件有一定了解，比如 HBase， hadoop, Hive, Druid等； 

7、精通SQL，熟悉常用的关系型数据库、非关系性数据库和数据仓库，具有SQL性能优化经验；

8、熟悉数据仓库理论，具备复杂业务需求梳理能力； 

9、学习能力强，喜欢研究开源新技术，有团队观念，具备独立解决问题的能力，具备扎实的计算机理论基础, 对数据结构及算法有较强的功底。"
324,数据分析工程师,大数据产品经理,40-50k·14薪,北京-东城区,3-5年-统招本科-数据产品-IT互联网-产品规划-需求分析-市场调研,3-5年-统招本科-数据产品-IT互联网-产品规划-需求分析-市场调研,某北京大型运营商/增值服务公司,运营商/增值服务-融资未公开-10000人以上,北京-东城区,运营商/增值服务-融资未公开-10000人以上,"岗位职责：

1、负责大数据产品设计规划，主要包括数据平台产品、数据应用产品的产品市场调研、规划设计、编写产品业务规范等工作；

2、负责对接专业公司完成产品研发和建设工作，对接集团政企、省公司及其他相关部门完成产品推广营销；

3、负责组织并督办相关单位落实大数据产品的市场化收入考核，基于产品维度分析并规划收入目标

","岗位要求：

1、 本科及以上学历，通信/计算机等相关专业，3年及以上相关工作经验；

2、 具备大数据产品相关工作经验，拥有运营商大数据项目经验及大数据市场交易研究经历者优先；

3、 具备良好的业务理解能力、市场分析能力；具备良好的沟通表达能力、逻辑思维能力和协调组织能力

4、 具有强烈的工作责任心、有良好的团队合作精神和承压能力；有较强的自我驱动力、主观能动性、推动和协调能力。"
325,数据分析工程师,大数据开发工程师,12-25k,西安-雁塔区,经验不限-统招本科-Python,经验不限-统招本科-Python,华为,通信设备-10000人以上,西安-雁塔区,通信设备-10000人以上,,
326,数据分析工程师,大数据销售,15-25k,上海-普陀区,5-10年-统招本科,5-10年-统招本科,某国内计算机软件公司,计算机软件-B轮-100-499人,上海-普陀区,计算机软件-B轮-100-499人,"岗位职责：
1、负责面向政府委办局进行大数据相关产品的销售工作，与客户进行商务沟通、谈判、签订合同，完成销售指标；
2、维护公司客户资源，深入挖掘客户产品需求建议，找到市场痛点；
3、根据项目需要，从销售及商务角度配合售前及实施等部门工作开展，推进项目顺利进行，完成任务指标。
","任职要求：
1、专科及以上学历，有政府项目销售经验的优先考虑；
2、了解软件产品技术知识，有售前经验的优先考虑；
3、具有较强的客户沟通能力及公关能力，逻辑思维清晰，目标明确，性格开朗；
4、接受短期出差。薪资可面议"
327,数据分析工程师,数据工程师,20-35k·20薪,广州,3-5年-硕士-数仓,3-5年-硕士-数仓,世界500强企业,互联网金融-已上市-10000人以上,广州,互联网金融-已上市-10000人以上,,
